userId	geneSymbol	geneName	entrezgene	gLink
Csnk1e	Csnk1e	casein kinase 1, epsilon	27373	https://www.ncbi.nlm.nih.gov/gene/?term=27373
Abcg1	Abcg1	ATP binding cassette subfamily G member 1	11307	https://www.ncbi.nlm.nih.gov/gene/?term=11307
Dcp2	Dcp2	decapping mRNA 2	70640	https://www.ncbi.nlm.nih.gov/gene/?term=70640
Uqcrc1	Uqcrc1	ubiquinol-cytochrome c reductase core protein 1	22273	https://www.ncbi.nlm.nih.gov/gene/?term=22273
Prim2	Prim2	DNA primase, p58 subunit	19076	https://www.ncbi.nlm.nih.gov/gene/?term=19076
Pnkd	Pnkd	paroxysmal nonkinesiogenic dyskinesia	56695	https://www.ncbi.nlm.nih.gov/gene/?term=56695
Schip1	Schip1	schwannomin interacting protein 1	30953	https://www.ncbi.nlm.nih.gov/gene/?term=30953
Mme	Mme	membrane metallo endopeptidase	17380	https://www.ncbi.nlm.nih.gov/gene/?term=17380
Kcnab1	Kcnab1	potassium voltage-gated channel, shaker-related subfamily, beta member 1	16497	https://www.ncbi.nlm.nih.gov/gene/?term=16497
Kcnc4	Kcnc4	potassium voltage gated channel, Shaw-related subfamily, member 4	99738	https://www.ncbi.nlm.nih.gov/gene/?term=99738
Prss12	Prss12	protease, serine 12 neurotrypsin (motopsin)	19142	https://www.ncbi.nlm.nih.gov/gene/?term=19142
Fam219a	Fam219a	family with sequence similarity 219, member A	71901	https://www.ncbi.nlm.nih.gov/gene/?term=71901
Rnf220	Rnf220	ring finger protein 220	66743	https://www.ncbi.nlm.nih.gov/gene/?term=66743
Atpaf1	Atpaf1	ATP synthase mitochondrial F1 complex assembly factor 1	230649	https://www.ncbi.nlm.nih.gov/gene/?term=230649
Mtor	Mtor	mechanistic target of rapamycin kinase	56717	https://www.ncbi.nlm.nih.gov/gene/?term=56717
Mapre3	Mapre3	microtubule-associated protein, RP/EB family, member 3	100732	https://www.ncbi.nlm.nih.gov/gene/?term=100732
Bcat1	Bcat1	branched chain aminotransferase 1, cytosolic	12035	https://www.ncbi.nlm.nih.gov/gene/?term=12035
Scnn1a	Scnn1a	sodium channel, nonvoltage-gated 1 alpha	20276	https://www.ncbi.nlm.nih.gov/gene/?term=20276
Ank1	Ank1	ankyrin 1, erythroid	11733	https://www.ncbi.nlm.nih.gov/gene/?term=11733
Adamts8	Adamts8	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 8	30806	https://www.ncbi.nlm.nih.gov/gene/?term=30806
Abcg4	Abcg4	ATP binding cassette subfamily G member 4	192663	https://www.ncbi.nlm.nih.gov/gene/?term=192663
Cplx1	Cplx1	complexin 1	12889	https://www.ncbi.nlm.nih.gov/gene/?term=12889
Sik3	Sik3	SIK family kinase 3	70661	https://www.ncbi.nlm.nih.gov/gene/?term=70661
Exoc3	Exoc3	exocyst complex component 3	211446	https://www.ncbi.nlm.nih.gov/gene/?term=211446
Tmem132c	Tmem132c	transmembrane protein 132C	208213	https://www.ncbi.nlm.nih.gov/gene/?term=208213
Inpp5j	Inpp5j	inositol polyphosphate 5-phosphatase J	170835	https://www.ncbi.nlm.nih.gov/gene/?term=170835
Rusc2	Rusc2	RUN and SH3 domain containing 2	100213	https://www.ncbi.nlm.nih.gov/gene/?term=100213
Krt80	Krt80	keratin 80	74127	https://www.ncbi.nlm.nih.gov/gene/?term=74127
Fam168b	Fam168b	family with sequence similarity 168, member B	214469	https://www.ncbi.nlm.nih.gov/gene/?term=214469
Slc32a1	Slc32a1	solute carrier family 32 (GABA vesicular transporter), member 1	22348	https://www.ncbi.nlm.nih.gov/gene/?term=22348
Snrk	Snrk	SNF related kinase	20623	https://www.ncbi.nlm.nih.gov/gene/?term=20623
Pptc7	Pptc7	PTC7 protein phosphatase homolog	320717	https://www.ncbi.nlm.nih.gov/gene/?term=320717
Tekt5	Tekt5	tektin 5	70426	https://www.ncbi.nlm.nih.gov/gene/?term=70426
Alg2	Alg2	asparagine-linked glycosylation 2 (alpha-1,3-mannosyltransferase)	56737	https://www.ncbi.nlm.nih.gov/gene/?term=56737
Gramd1b	Gramd1b	GRAM domain containing 1B	235283	https://www.ncbi.nlm.nih.gov/gene/?term=235283
Gtpbp1	Gtpbp1	GTP binding protein 1	14904	https://www.ncbi.nlm.nih.gov/gene/?term=14904
Zfp536	Zfp536	zinc finger protein 536	243937	https://www.ncbi.nlm.nih.gov/gene/?term=243937
Diras1	Diras1	DIRAS family, GTP-binding RAS-like 1	208666	https://www.ncbi.nlm.nih.gov/gene/?term=208666
Rnf208	Rnf208	ring finger protein 208	68846	https://www.ncbi.nlm.nih.gov/gene/?term=68846
Hs6st1	Hs6st1	heparan sulfate 6-O-sulfotransferase 1	50785	https://www.ncbi.nlm.nih.gov/gene/?term=50785
2310022A10Rik	2310022A10Rik	RIKEN cDNA 2310022A10 gene	66367	https://www.ncbi.nlm.nih.gov/gene/?term=66367
Mchr1	Mchr1	melanin-concentrating hormone receptor 1	207911	https://www.ncbi.nlm.nih.gov/gene/?term=207911
Cbr1	Cbr1	carbonyl reductase 1	12408	https://www.ncbi.nlm.nih.gov/gene/?term=12408
Trim32	Trim32	tripartite motif-containing 32	69807	https://www.ncbi.nlm.nih.gov/gene/?term=69807
Mest	Mest	mesoderm specific transcript	17294	https://www.ncbi.nlm.nih.gov/gene/?term=17294
Rnf103	Rnf103	ring finger protein 103	22644	https://www.ncbi.nlm.nih.gov/gene/?term=22644
Ube2ql1	Ube2ql1	ubiquitin-conjugating enzyme E2Q family-like 1	76980	https://www.ncbi.nlm.nih.gov/gene/?term=76980
Tmem248	Tmem248	transmembrane protein 248	71667	https://www.ncbi.nlm.nih.gov/gene/?term=71667
Pdlim1	Pdlim1	PDZ and LIM domain 1 (elfin)	54132	https://www.ncbi.nlm.nih.gov/gene/?term=54132
Gucy2g	Gucy2g	guanylate cyclase 2g	73707	https://www.ncbi.nlm.nih.gov/gene/?term=73707
Slain1	Slain1	SLAIN motif family, member 1	105439	https://www.ncbi.nlm.nih.gov/gene/?term=105439
Fto	Fto	fat mass and obesity associated	26383	https://www.ncbi.nlm.nih.gov/gene/?term=26383
Kcnc1	Kcnc1	potassium voltage gated channel, Shaw-related subfamily, member 1	16502	https://www.ncbi.nlm.nih.gov/gene/?term=16502
Nrsn2	Nrsn2	neurensin 2	228777	https://www.ncbi.nlm.nih.gov/gene/?term=228777
Tmem151a	Tmem151a	transmembrane protein 151A	381199	https://www.ncbi.nlm.nih.gov/gene/?term=381199
Grm4	Grm4	glutamate receptor, metabotropic 4	268934	https://www.ncbi.nlm.nih.gov/gene/?term=268934
Zfp563	Zfp563	zinc finger protein 563	240068	https://www.ncbi.nlm.nih.gov/gene/?term=240068
Gad1	Gad1	glutamate decarboxylase 1	14415	https://www.ncbi.nlm.nih.gov/gene/?term=14415
B3gat3	B3gat3	beta-1,3-glucuronyltransferase 3 (glucuronosyltransferase I)	72727	https://www.ncbi.nlm.nih.gov/gene/?term=72727
Pcdhgb5	Pcdhgb5	protocadherin gamma subfamily B, 5	93702	https://www.ncbi.nlm.nih.gov/gene/?term=93702
Peli3	Peli3	pellino 3	240518	https://www.ncbi.nlm.nih.gov/gene/?term=240518
Frmd5	Frmd5	FERM domain containing 5	228564	https://www.ncbi.nlm.nih.gov/gene/?term=228564
Uvrag	Uvrag	UV radiation resistance associated gene	78610	https://www.ncbi.nlm.nih.gov/gene/?term=78610
