userId	geneSymbol	geneName	entrezgene	gLink
Vav1	Vav1	vav 1 oncogene	22324	https://www.ncbi.nlm.nih.gov/gene/?term=22324
St8sia6	St8sia6	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 6	241230	https://www.ncbi.nlm.nih.gov/gene/?term=241230
Dock2	Dock2	dedicator of cyto-kinesis 2	94176	https://www.ncbi.nlm.nih.gov/gene/?term=94176
Lpl	Lpl	lipoprotein lipase	16956	https://www.ncbi.nlm.nih.gov/gene/?term=16956
Axl	Axl	AXL receptor tyrosine kinase	26362	https://www.ncbi.nlm.nih.gov/gene/?term=26362
Chil1	Chil1	chitinase-like 1	12654	https://www.ncbi.nlm.nih.gov/gene/?term=12654
Lcp1	Lcp1	lymphocyte cytosolic protein 1	18826	https://www.ncbi.nlm.nih.gov/gene/?term=18826
Entpd1	Entpd1	ectonucleoside triphosphate diphosphohydrolase 1	12495	https://www.ncbi.nlm.nih.gov/gene/?term=12495
Itgam	Itgam	integrin alpha M	16409	https://www.ncbi.nlm.nih.gov/gene/?term=16409
Arpc1b	Arpc1b	actin related protein 2/3 complex, subunit 1B	11867	https://www.ncbi.nlm.nih.gov/gene/?term=11867
Sparc	Sparc	secreted acidic cysteine rich glycoprotein	20692	https://www.ncbi.nlm.nih.gov/gene/?term=20692
Cd33	Cd33	CD33 antigen	12489	https://www.ncbi.nlm.nih.gov/gene/?term=12489
Prkcd	Prkcd	protein kinase C, delta	18753	https://www.ncbi.nlm.nih.gov/gene/?term=18753
Tmem176a	Tmem176a	transmembrane protein 176A	66058	https://www.ncbi.nlm.nih.gov/gene/?term=66058
Cmklr1	Cmklr1	chemokine-like receptor 1	14747	https://www.ncbi.nlm.nih.gov/gene/?term=14747
Spata13	Spata13	spermatogenesis associated 13	219140	https://www.ncbi.nlm.nih.gov/gene/?term=219140
Cnn3	Cnn3	calponin 3, acidic	71994	https://www.ncbi.nlm.nih.gov/gene/?term=71994
Aldh1l2	Aldh1l2	aldehyde dehydrogenase 1 family, member L2	216188	https://www.ncbi.nlm.nih.gov/gene/?term=216188
Hpgd	Hpgd	hydroxyprostaglandin dehydrogenase 15 (NAD)	15446	https://www.ncbi.nlm.nih.gov/gene/?term=15446
Cebpa	Cebpa	CCAAT/enhancer binding protein (C/EBP), alpha	12606	https://www.ncbi.nlm.nih.gov/gene/?term=12606
Pde3b	Pde3b	phosphodiesterase 3B, cGMP-inhibited	18576	https://www.ncbi.nlm.nih.gov/gene/?term=18576
H2-K1	H2-K1	histocompatibility 2, K1, K region	14972	https://www.ncbi.nlm.nih.gov/gene/?term=14972
Anxa3	Anxa3	annexin A3	11745	https://www.ncbi.nlm.nih.gov/gene/?term=11745
Fcgr1	Fcgr1	Fc receptor, IgG, high affinity I	14129	https://www.ncbi.nlm.nih.gov/gene/?term=14129
Fermt3	Fermt3	fermitin family member 3	108101	https://www.ncbi.nlm.nih.gov/gene/?term=108101
Arhgap45	Arhgap45	Rho GTPase activating protein 45	70719	https://www.ncbi.nlm.nih.gov/gene/?term=70719
Col16a1	Col16a1	collagen, type XVI, alpha 1	107581	https://www.ncbi.nlm.nih.gov/gene/?term=107581
Tnfrsf1a	Tnfrsf1a	tumor necrosis factor receptor superfamily, member 1a	21937	https://www.ncbi.nlm.nih.gov/gene/?term=21937
Ctsl	Ctsl	cathepsin L	13039	https://www.ncbi.nlm.nih.gov/gene/?term=13039
Arhgap30	Arhgap30	Rho GTPase activating protein 30	226652	https://www.ncbi.nlm.nih.gov/gene/?term=226652
Dock8	Dock8	dedicator of cytokinesis 8	76088	https://www.ncbi.nlm.nih.gov/gene/?term=76088
Il13ra1	Il13ra1	interleukin 13 receptor, alpha 1	16164	https://www.ncbi.nlm.nih.gov/gene/?term=16164
Pdpn	Pdpn	podoplanin	14726	https://www.ncbi.nlm.nih.gov/gene/?term=14726
Lpcat2	Lpcat2	lysophosphatidylcholine acyltransferase 2	270084	https://www.ncbi.nlm.nih.gov/gene/?term=270084
Pdlim4	Pdlim4	PDZ and LIM domain 4	30794	https://www.ncbi.nlm.nih.gov/gene/?term=30794
Lyn	Lyn	LYN proto-oncogene, Src family tyrosine kinase	17096	https://www.ncbi.nlm.nih.gov/gene/?term=17096
Cfh	Cfh	complement component factor h	12628	https://www.ncbi.nlm.nih.gov/gene/?term=12628
Nfam1	Nfam1	Nfat activating molecule with ITAM motif 1	74039	https://www.ncbi.nlm.nih.gov/gene/?term=74039
Pik3cg	Pik3cg	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma	30955	https://www.ncbi.nlm.nih.gov/gene/?term=30955
Plau	Plau	plasminogen activator, urokinase	18792	https://www.ncbi.nlm.nih.gov/gene/?term=18792
Abca9	Abca9	ATP-binding cassette, sub-family A (ABC1), member 9	217262	https://www.ncbi.nlm.nih.gov/gene/?term=217262
Ikzf1	Ikzf1	IKAROS family zinc finger 1	22778	https://www.ncbi.nlm.nih.gov/gene/?term=22778
Tln1	Tln1	talin 1	21894	https://www.ncbi.nlm.nih.gov/gene/?term=21894
Bin2	Bin2	bridging integrator 2	668218	https://www.ncbi.nlm.nih.gov/gene/?term=668218
Pbxip1	Pbxip1	pre B cell leukemia transcription factor interacting protein 1	229534	https://www.ncbi.nlm.nih.gov/gene/?term=229534
Tagln2	Tagln2	transgelin 2	21346	https://www.ncbi.nlm.nih.gov/gene/?term=21346
Fyb	Fyb	FYN binding protein	23880	https://www.ncbi.nlm.nih.gov/gene/?term=23880
Spp1	Spp1	secreted phosphoprotein 1	20750	https://www.ncbi.nlm.nih.gov/gene/?term=20750
Adgre1	Adgre1	adhesion G protein-coupled receptor E1	13733	https://www.ncbi.nlm.nih.gov/gene/?term=13733
Tlr13	Tlr13	toll-like receptor 13	279572	https://www.ncbi.nlm.nih.gov/gene/?term=279572
Ncf1	Ncf1	neutrophil cytosolic factor 1	17969	https://www.ncbi.nlm.nih.gov/gene/?term=17969
Cotl1	Cotl1	coactosin-like 1 (Dictyostelium)	72042	https://www.ncbi.nlm.nih.gov/gene/?term=72042
Cd74	Cd74	CD74 antigen (invariant polypeptide of major histocompatibility complex, class II antigen-associated)	16149	https://www.ncbi.nlm.nih.gov/gene/?term=16149
Stat3	Stat3	signal transducer and activator of transcription 3	20848	https://www.ncbi.nlm.nih.gov/gene/?term=20848
Golm1	Golm1	golgi membrane protein 1	105348	https://www.ncbi.nlm.nih.gov/gene/?term=105348
Lgmn	Lgmn	legumain	19141	https://www.ncbi.nlm.nih.gov/gene/?term=19141
Ctsb	Ctsb	cathepsin B	13030	https://www.ncbi.nlm.nih.gov/gene/?term=13030
Creg1	Creg1	cellular repressor of E1A-stimulated genes 1	433375	https://www.ncbi.nlm.nih.gov/gene/?term=433375
Apbb1ip	Apbb1ip	amyloid beta (A4) precursor protein-binding, family B, member 1 interacting protein	54519	https://www.ncbi.nlm.nih.gov/gene/?term=54519
Plcb3	Plcb3	phospholipase C, beta 3	18797	https://www.ncbi.nlm.nih.gov/gene/?term=18797
Lgals9	Lgals9	lectin, galactose binding, soluble 9	16859	https://www.ncbi.nlm.nih.gov/gene/?term=16859
Fes	Fes	feline sarcoma oncogene	14159	https://www.ncbi.nlm.nih.gov/gene/?term=14159
Lair1	Lair1	leukocyte-associated Ig-like receptor 1	52855	https://www.ncbi.nlm.nih.gov/gene/?term=52855
Aif1	Aif1	allograft inflammatory factor 1	11629	https://www.ncbi.nlm.nih.gov/gene/?term=11629
Ostf1	Ostf1	osteoclast stimulating factor 1	20409	https://www.ncbi.nlm.nih.gov/gene/?term=20409
Prdx6	Prdx6	peroxiredoxin 6	11758	https://www.ncbi.nlm.nih.gov/gene/?term=11758
Sall1	Sall1	spalt like transcription factor 1	58198	https://www.ncbi.nlm.nih.gov/gene/?term=58198
Mafb	Mafb	v-maf musculoaponeurotic fibrosarcoma oncogene family, protein B (avian)	16658	https://www.ncbi.nlm.nih.gov/gene/?term=16658
Dap	Dap	death-associated protein	223453	https://www.ncbi.nlm.nih.gov/gene/?term=223453
Dbi	Dbi	diazepam binding inhibitor	13167	https://www.ncbi.nlm.nih.gov/gene/?term=13167
Parp3	Parp3	poly (ADP-ribose) polymerase family, member 3	235587	https://www.ncbi.nlm.nih.gov/gene/?term=235587
F11r	F11r	F11 receptor	16456	https://www.ncbi.nlm.nih.gov/gene/?term=16456
Tmem173	Tmem173	transmembrane protein 173	72512	https://www.ncbi.nlm.nih.gov/gene/?term=72512
Clic1	Clic1	chloride intracellular channel 1	114584	https://www.ncbi.nlm.nih.gov/gene/?term=114584
Apoe	Apoe	apolipoprotein E	11816	https://www.ncbi.nlm.nih.gov/gene/?term=11816
Dhrs1	Dhrs1	dehydrogenase/reductase (SDR family) member 1	52585	https://www.ncbi.nlm.nih.gov/gene/?term=52585
P2ry12	P2ry12	purinergic receptor P2Y, G-protein coupled 12	70839	https://www.ncbi.nlm.nih.gov/gene/?term=70839
Naglu	Naglu	alpha-N-acetylglucosaminidase (Sanfilippo disease IIIB)	27419	https://www.ncbi.nlm.nih.gov/gene/?term=27419
Col27a1	Col27a1	collagen, type XXVII, alpha 1	373864	https://www.ncbi.nlm.nih.gov/gene/?term=373864
Gns	Gns	glucosamine (N-acetyl)-6-sulfatase	75612	https://www.ncbi.nlm.nih.gov/gene/?term=75612
Ltbr	Ltbr	lymphotoxin B receptor	17000	https://www.ncbi.nlm.nih.gov/gene/?term=17000
Tcirg1	Tcirg1	T cell, immune regulator 1, ATPase, H+ transporting, lysosomal V0 protein A3	27060	https://www.ncbi.nlm.nih.gov/gene/?term=27060
H2-D1	H2-D1	histocompatibility 2, D region locus 1	14964	https://www.ncbi.nlm.nih.gov/gene/?term=14964
Dpp7	Dpp7	dipeptidylpeptidase 7	83768	https://www.ncbi.nlm.nih.gov/gene/?term=83768
Man2b2	Man2b2	mannosidase 2, alpha B2	17160	https://www.ncbi.nlm.nih.gov/gene/?term=17160
Plcg2	Plcg2	phospholipase C, gamma 2	234779	https://www.ncbi.nlm.nih.gov/gene/?term=234779
Trim56	Trim56	tripartite motif-containing 56	384309	https://www.ncbi.nlm.nih.gov/gene/?term=384309
Abhd4	Abhd4	abhydrolase domain containing 4	105501	https://www.ncbi.nlm.nih.gov/gene/?term=105501
P2ry6	P2ry6	pyrimidinergic receptor P2Y, G-protein coupled, 6	233571	https://www.ncbi.nlm.nih.gov/gene/?term=233571
Rgs10	Rgs10	regulator of G-protein signalling 10	67865	https://www.ncbi.nlm.nih.gov/gene/?term=67865
Serpine2	Serpine2	serine (or cysteine) peptidase inhibitor, clade E, member 2	20720	https://www.ncbi.nlm.nih.gov/gene/?term=20720
Sh3bp2	Sh3bp2	SH3-domain binding protein 2	24055	https://www.ncbi.nlm.nih.gov/gene/?term=24055
P2rx7	P2rx7	purinergic receptor P2X, ligand-gated ion channel, 7	18439	https://www.ncbi.nlm.nih.gov/gene/?term=18439
Pmp22	Pmp22	peripheral myelin protein 22	18858	https://www.ncbi.nlm.nih.gov/gene/?term=18858
Npl	Npl	N-acetylneuraminate pyruvate lyase	74091	https://www.ncbi.nlm.nih.gov/gene/?term=74091
Itga6	Itga6	integrin alpha 6	16403	https://www.ncbi.nlm.nih.gov/gene/?term=16403
Rnf213	Rnf213	ring finger protein 213	672511	https://www.ncbi.nlm.nih.gov/gene/?term=672511
Slc1a4	Slc1a4	solute carrier family 1 (glutamate/neutral amino acid transporter), member 4	55963	https://www.ncbi.nlm.nih.gov/gene/?term=55963
Cmtm6	Cmtm6	CKLF-like MARVEL transmembrane domain containing 6	67213	https://www.ncbi.nlm.nih.gov/gene/?term=67213
Hspb6	Hspb6	heat shock protein, alpha-crystallin-related, B6	243912	https://www.ncbi.nlm.nih.gov/gene/?term=243912
Glmp	Glmp	glycosylated lysosomal membrane protein	56700	https://www.ncbi.nlm.nih.gov/gene/?term=56700
Mob1a	Mob1a	MOB kinase activator 1A	232157	https://www.ncbi.nlm.nih.gov/gene/?term=232157
Tgfbr1	Tgfbr1	transforming growth factor, beta receptor I	21812	https://www.ncbi.nlm.nih.gov/gene/?term=21812
Rasgrp3	Rasgrp3	RAS, guanyl releasing protein 3	240168	https://www.ncbi.nlm.nih.gov/gene/?term=240168
Itih3	Itih3	inter-alpha trypsin inhibitor, heavy chain 3	16426	https://www.ncbi.nlm.nih.gov/gene/?term=16426
Ccdc88b	Ccdc88b	coiled-coil domain containing 88B	78317	https://www.ncbi.nlm.nih.gov/gene/?term=78317
Gdpd3	Gdpd3	glycerophosphodiester phosphodiesterase domain containing 3	68616	https://www.ncbi.nlm.nih.gov/gene/?term=68616
Sgpl1	Sgpl1	sphingosine phosphate lyase 1	20397	https://www.ncbi.nlm.nih.gov/gene/?term=20397
Scamp2	Scamp2	secretory carrier membrane protein 2	24044	https://www.ncbi.nlm.nih.gov/gene/?term=24044
S100a16	S100a16	S100 calcium binding protein A16	67860	https://www.ncbi.nlm.nih.gov/gene/?term=67860
Tmed3	Tmed3	transmembrane p24 trafficking protein 3	66111	https://www.ncbi.nlm.nih.gov/gene/?term=66111
Gm2a	Gm2a	GM2 ganglioside activator protein	14667	https://www.ncbi.nlm.nih.gov/gene/?term=14667
Rrbp1	Rrbp1	ribosome binding protein 1	81910	https://www.ncbi.nlm.nih.gov/gene/?term=81910
Hmox1	Hmox1	heme oxygenase 1	15368	https://www.ncbi.nlm.nih.gov/gene/?term=15368
Sat1	Sat1	spermidine/spermine N1-acetyl transferase 1	20229	https://www.ncbi.nlm.nih.gov/gene/?term=20229
Elk3	Elk3	ELK3, member of ETS oncogene family	13713	https://www.ncbi.nlm.nih.gov/gene/?term=13713
Kcne1l	Kcne1l	potassium voltage-gated channel, Isk-related family, member 1-like, pseudogene	66240	https://www.ncbi.nlm.nih.gov/gene/?term=66240
Syngr2	Syngr2	synaptogyrin 2	20973	https://www.ncbi.nlm.nih.gov/gene/?term=20973
Ggta1	Ggta1	glycoprotein galactosyltransferase alpha 1, 3	14594	https://www.ncbi.nlm.nih.gov/gene/?term=14594
Fabp7	Fabp7	fatty acid binding protein 7, brain	12140	https://www.ncbi.nlm.nih.gov/gene/?term=12140
Parvg	Parvg	parvin, gamma	64099	https://www.ncbi.nlm.nih.gov/gene/?term=64099
Skap2	Skap2	src family associated phosphoprotein 2	54353	https://www.ncbi.nlm.nih.gov/gene/?term=54353
Tpp1	Tpp1	tripeptidyl peptidase I	12751	https://www.ncbi.nlm.nih.gov/gene/?term=12751
S100a1	S100a1	S100 calcium binding protein A1	20193	https://www.ncbi.nlm.nih.gov/gene/?term=20193
Cd81	Cd81	CD81 antigen	12520	https://www.ncbi.nlm.nih.gov/gene/?term=12520
Lgi4	Lgi4	leucine-rich repeat LGI family, member 4	243914	https://www.ncbi.nlm.nih.gov/gene/?term=243914
Wdfy4	Wdfy4	WD repeat and FYVE domain containing 4	545030	https://www.ncbi.nlm.nih.gov/gene/?term=545030
Rac2	Rac2	Rac family small GTPase 2	19354	https://www.ncbi.nlm.nih.gov/gene/?term=19354
Mfsd1	Mfsd1	major facilitator superfamily domain containing 1	66868	https://www.ncbi.nlm.nih.gov/gene/?term=66868
S100a13	S100a13	S100 calcium binding protein A13	20196	https://www.ncbi.nlm.nih.gov/gene/?term=20196
Tmsb4x	Tmsb4x	thymosin, beta 4, X chromosome	19241	https://www.ncbi.nlm.nih.gov/gene/?term=19241
Ccr5	Ccr5	chemokine (C-C motif) receptor 5	12774	https://www.ncbi.nlm.nih.gov/gene/?term=12774
Bmf	Bmf	BCL2 modifying factor	171543	https://www.ncbi.nlm.nih.gov/gene/?term=171543
Gcnt1	Gcnt1	glucosaminyl (N-acetyl) transferase 1, core 2	14537	https://www.ncbi.nlm.nih.gov/gene/?term=14537
Lsp1	Lsp1	lymphocyte specific 1	16985	https://www.ncbi.nlm.nih.gov/gene/?term=16985
Ccdc190	Ccdc190	coiled-coil domain containing 190	78465	https://www.ncbi.nlm.nih.gov/gene/?term=78465
Mlxipl	Mlxipl	MLX interacting protein-like	58805	https://www.ncbi.nlm.nih.gov/gene/?term=58805
Kcnk6	Kcnk6	potassium inwardly-rectifying channel, subfamily K, member 6	52150	https://www.ncbi.nlm.nih.gov/gene/?term=52150
Plxdc2	Plxdc2	plexin domain containing 2	67448	https://www.ncbi.nlm.nih.gov/gene/?term=67448
Itpripl2	Itpripl2	inositol 1,4,5-triphosphate receptor interacting protein-like 2	319622	https://www.ncbi.nlm.nih.gov/gene/?term=319622
Hist1h1c	Hist1h1c	histone cluster 1, H1c	50708	https://www.ncbi.nlm.nih.gov/gene/?term=50708
Gnai2	Gnai2	guanine nucleotide binding protein (G protein), alpha inhibiting 2	14678	https://www.ncbi.nlm.nih.gov/gene/?term=14678
Notch3	Notch3	notch 3	18131	https://www.ncbi.nlm.nih.gov/gene/?term=18131
