userId	geneSymbol	geneName	entrezgene	gLink
Gdi1	Gdi1	guanosine diphosphate (GDP) dissociation inhibitor 1	14567	https://www.ncbi.nlm.nih.gov/gene/?term=14567
Hivep2	Hivep2	human immunodeficiency virus type I enhancer binding protein 2	15273	https://www.ncbi.nlm.nih.gov/gene/?term=15273
Rhbdl3	Rhbdl3	rhomboid like 3	246104	https://www.ncbi.nlm.nih.gov/gene/?term=246104
Vmp1	Vmp1	vacuole membrane protein 1	75909	https://www.ncbi.nlm.nih.gov/gene/?term=75909
Sept8	Sept8	septin 8	20362	https://www.ncbi.nlm.nih.gov/gene/?term=20362
Akt3	Akt3	thymoma viral proto-oncogene 3	23797	https://www.ncbi.nlm.nih.gov/gene/?term=23797
Pcmt1	Pcmt1	protein-L-isoaspartate (D-aspartate) O-methyltransferase 1	18537	https://www.ncbi.nlm.nih.gov/gene/?term=18537
Nudt4	Nudt4	nudix (nucleoside diphosphate linked moiety X)-type motif 4	71207	https://www.ncbi.nlm.nih.gov/gene/?term=71207
Cry1	Cry1	cryptochrome 1 (photolyase-like)	12952	https://www.ncbi.nlm.nih.gov/gene/?term=12952
Cand1	Cand1	cullin associated and neddylation disassociated 1	71902	https://www.ncbi.nlm.nih.gov/gene/?term=71902
Osbpl8	Osbpl8	oxysterol binding protein-like 8	237542	https://www.ncbi.nlm.nih.gov/gene/?term=237542
Cyfip2	Cyfip2	cytoplasmic FMR1 interacting protein 2	76884	https://www.ncbi.nlm.nih.gov/gene/?term=76884
Osbp2	Osbp2	oxysterol binding protein 2	74309	https://www.ncbi.nlm.nih.gov/gene/?term=74309
Rtn4	Rtn4	reticulon 4	68585	https://www.ncbi.nlm.nih.gov/gene/?term=68585
Smg8	Smg8	smg-8 homolog, nonsense mediated mRNA decay factor (C. elegans)	74133	https://www.ncbi.nlm.nih.gov/gene/?term=74133
Fam49a	Fam49a	family with sequence similarity 49, member A	76820	https://www.ncbi.nlm.nih.gov/gene/?term=76820
Helz	Helz	helicase with zinc finger domain	78455	https://www.ncbi.nlm.nih.gov/gene/?term=78455
Blmh	Blmh	bleomycin hydrolase	104184	https://www.ncbi.nlm.nih.gov/gene/?term=104184
Spag9	Spag9	sperm associated antigen 9	70834	https://www.ncbi.nlm.nih.gov/gene/?term=70834
Vamp2	Vamp2	vesicle-associated membrane protein 2	22318	https://www.ncbi.nlm.nih.gov/gene/?term=22318
Adam11	Adam11	a disintegrin and metallopeptidase domain 11	11488	https://www.ncbi.nlm.nih.gov/gene/?term=11488
Eftud2	Eftud2	elongation factor Tu GTP binding domain containing 2	20624	https://www.ncbi.nlm.nih.gov/gene/?term=20624
Rtn1	Rtn1	reticulon 1	104001	https://www.ncbi.nlm.nih.gov/gene/?term=104001
Tshz3	Tshz3	teashirt zinc finger family member 3	243931	https://www.ncbi.nlm.nih.gov/gene/?term=243931
Ylpm1	Ylpm1	YLP motif containing 1	56531	https://www.ncbi.nlm.nih.gov/gene/?term=56531
Hecw1	Hecw1	HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1	94253	https://www.ncbi.nlm.nih.gov/gene/?term=94253
Dapk1	Dapk1	death associated protein kinase 1	69635	https://www.ncbi.nlm.nih.gov/gene/?term=69635
Tppp	Tppp	tubulin polymerization promoting protein	72948	https://www.ncbi.nlm.nih.gov/gene/?term=72948
Glrx	Glrx	glutaredoxin	93692	https://www.ncbi.nlm.nih.gov/gene/?term=93692
Poc5	Poc5	POC5 centriolar protein	67463	https://www.ncbi.nlm.nih.gov/gene/?term=67463
Fezf2	Fezf2	Fez family zinc finger 2	54713	https://www.ncbi.nlm.nih.gov/gene/?term=54713
4930452B06Rik	4930452B06Rik	RIKEN cDNA 4930452B06 gene	74430	https://www.ncbi.nlm.nih.gov/gene/?term=74430
Nkiras1	Nkiras1	NFKB inhibitor interacting Ras-like protein 1	69721	https://www.ncbi.nlm.nih.gov/gene/?term=69721
Mapk8	Mapk8	mitogen-activated protein kinase 8	26419	https://www.ncbi.nlm.nih.gov/gene/?term=26419
Zmym2	Zmym2	zinc finger, MYM-type 2	76007	https://www.ncbi.nlm.nih.gov/gene/?term=76007
Fgf9	Fgf9	fibroblast growth factor 9	14180	https://www.ncbi.nlm.nih.gov/gene/?term=14180
Dnajc15	Dnajc15	DnaJ heat shock protein family (Hsp40) member C15	66148	https://www.ncbi.nlm.nih.gov/gene/?term=66148
Stmn4	Stmn4	stathmin-like 4	56471	https://www.ncbi.nlm.nih.gov/gene/?term=56471
Mtss1	Mtss1	metastasis suppressor 1	211401	https://www.ncbi.nlm.nih.gov/gene/?term=211401
Asap1	Asap1	ArfGAP with SH3 domain, ankyrin repeat and PH domain1	13196	https://www.ncbi.nlm.nih.gov/gene/?term=13196
Tef	Tef	thyrotroph embryonic factor	21685	https://www.ncbi.nlm.nih.gov/gene/?term=21685
Sidt1	Sidt1	SID1 transmembrane family, member 1	320007	https://www.ncbi.nlm.nih.gov/gene/?term=320007
Stxbp5l	Stxbp5l	syntaxin binding protein 5-like	207227	https://www.ncbi.nlm.nih.gov/gene/?term=207227
Tmem41a	Tmem41a	transmembrane protein 41a	66664	https://www.ncbi.nlm.nih.gov/gene/?term=66664
App	App	amyloid beta (A4) precursor protein	11820	https://www.ncbi.nlm.nih.gov/gene/?term=11820
Synj1	Synj1	synaptojanin 1	104015	https://www.ncbi.nlm.nih.gov/gene/?term=104015
Faim2	Faim2	Fas apoptotic inhibitory molecule 2	72393	https://www.ncbi.nlm.nih.gov/gene/?term=72393
Scn8a	Scn8a	sodium channel, voltage-gated, type VIII, alpha	20273	https://www.ncbi.nlm.nih.gov/gene/?term=20273
Map3k12	Map3k12	mitogen-activated protein kinase kinase kinase 12	26404	https://www.ncbi.nlm.nih.gov/gene/?term=26404
Slc38a1	Slc38a1	solute carrier family 38, member 1	105727	https://www.ncbi.nlm.nih.gov/gene/?term=105727
Grm2	Grm2	glutamate receptor, metabotropic 2	108068	https://www.ncbi.nlm.nih.gov/gene/?term=108068
Scg5	Scg5	secretogranin V	20394	https://www.ncbi.nlm.nih.gov/gene/?term=20394
Satb1	Satb1	special AT-rich sequence binding protein 1	20230	https://www.ncbi.nlm.nih.gov/gene/?term=20230
Pja2	Pja2	praja ring finger ubiquitin ligase 2	224938	https://www.ncbi.nlm.nih.gov/gene/?term=224938
Prepl	Prepl	prolyl endopeptidase-like	213760	https://www.ncbi.nlm.nih.gov/gene/?term=213760
Setbp1	Setbp1	SET binding protein 1	240427	https://www.ncbi.nlm.nih.gov/gene/?term=240427
Napg	Napg	N-ethylmaleimide sensitive fusion protein attachment protein gamma	108123	https://www.ncbi.nlm.nih.gov/gene/?term=108123
Nedd4l	Nedd4l	neural precursor cell expressed, developmentally down-regulated gene 4-like	83814	https://www.ncbi.nlm.nih.gov/gene/?term=83814
Tmem132a	Tmem132a	transmembrane protein 132A	98170	https://www.ncbi.nlm.nih.gov/gene/?term=98170
Syt7	Syt7	synaptotagmin VII	54525	https://www.ncbi.nlm.nih.gov/gene/?term=54525
Rtn3	Rtn3	reticulon 3	20168	https://www.ncbi.nlm.nih.gov/gene/?term=20168
Hspa12a	Hspa12a	heat shock protein 12A	73442	https://www.ncbi.nlm.nih.gov/gene/?term=73442
Btrc	Btrc	beta-transducin repeat containing protein	12234	https://www.ncbi.nlm.nih.gov/gene/?term=12234
Tsr2	Tsr2	TSR2 20S rRNA accumulation	69499	https://www.ncbi.nlm.nih.gov/gene/?term=69499
Adgra1	Adgra1	adhesion G protein-coupled receptor A1	52389	https://www.ncbi.nlm.nih.gov/gene/?term=52389
Rbfox3	Rbfox3	RNA binding protein, fox-1 homolog (C. elegans) 3	52897	https://www.ncbi.nlm.nih.gov/gene/?term=52897
Fbxl16	Fbxl16	F-box and leucine-rich repeat protein 16	214931	https://www.ncbi.nlm.nih.gov/gene/?term=214931
Jade1	Jade1	jade family PHD finger 1	269424	https://www.ncbi.nlm.nih.gov/gene/?term=269424
Adam23	Adam23	a disintegrin and metallopeptidase domain 23	23792	https://www.ncbi.nlm.nih.gov/gene/?term=23792
Tuba4a	Tuba4a	tubulin, alpha 4A	22145	https://www.ncbi.nlm.nih.gov/gene/?term=22145
Epha4	Epha4	Eph receptor A4	13838	https://www.ncbi.nlm.nih.gov/gene/?term=13838
Ppp1r7	Ppp1r7	protein phosphatase 1, regulatory subunit 7	66385	https://www.ncbi.nlm.nih.gov/gene/?term=66385
Dcaf6	Dcaf6	DDB1 and CUL4 associated factor 6	74106	https://www.ncbi.nlm.nih.gov/gene/?term=74106
Kifap3	Kifap3	kinesin-associated protein 3	16579	https://www.ncbi.nlm.nih.gov/gene/?term=16579
Uap1	Uap1	UDP-N-acetylglucosamine pyrophosphorylase 1	107652	https://www.ncbi.nlm.nih.gov/gene/?term=107652
Lypd6b	Lypd6b	LY6/PLAUR domain containing 6B	71897	https://www.ncbi.nlm.nih.gov/gene/?term=71897
Brd3	Brd3	bromodomain containing 3	67382	https://www.ncbi.nlm.nih.gov/gene/?term=67382
Grin1	Grin1	glutamate receptor, ionotropic, NMDA1 (zeta 1)	14810	https://www.ncbi.nlm.nih.gov/gene/?term=14810
Frzb	Frzb	frizzled-related protein	20378	https://www.ncbi.nlm.nih.gov/gene/?term=20378
Zfp385b	Zfp385b	zinc finger protein 385B	241494	https://www.ncbi.nlm.nih.gov/gene/?term=241494
Pamr1	Pamr1	peptidase domain containing associated with muscle regeneration 1	210622	https://www.ncbi.nlm.nih.gov/gene/?term=210622
Atg13	Atg13	autophagy related 13	51897	https://www.ncbi.nlm.nih.gov/gene/?term=51897
Map1a	Map1a	microtubule-associated protein 1 A	17754	https://www.ncbi.nlm.nih.gov/gene/?term=17754
Ubr1	Ubr1	ubiquitin protein ligase E3 component n-recognin 1	22222	https://www.ncbi.nlm.nih.gov/gene/?term=22222
Rtf1	Rtf1	RTF1, Paf1/RNA polymerase II complex component	76246	https://www.ncbi.nlm.nih.gov/gene/?term=76246
Atrn	Atrn	attractin	11990	https://www.ncbi.nlm.nih.gov/gene/?term=11990
Kat14	Kat14	lysine acetyltransferase 14	228714	https://www.ncbi.nlm.nih.gov/gene/?term=228714
Chrna4	Chrna4	cholinergic receptor, nicotinic, alpha polypeptide 4	11438	https://www.ncbi.nlm.nih.gov/gene/?term=11438
Ndrg3	Ndrg3	N-myc downstream regulated gene 3	29812	https://www.ncbi.nlm.nih.gov/gene/?term=29812
Ralgapb	Ralgapb	Ral GTPase activating protein, beta subunit (non-catalytic)	228850	https://www.ncbi.nlm.nih.gov/gene/?term=228850
Tnik	Tnik	TRAF2 and NCK interacting kinase	665113	https://www.ncbi.nlm.nih.gov/gene/?term=665113
Ppm1l	Ppm1l	protein phosphatase 1 (formerly 2C)-like	242083	https://www.ncbi.nlm.nih.gov/gene/?term=242083
Serpini1	Serpini1	serine (or cysteine) peptidase inhibitor, clade I, member 1	20713	https://www.ncbi.nlm.nih.gov/gene/?term=20713
Extl2	Extl2	exostoses (multiple)-like 2	58193	https://www.ncbi.nlm.nih.gov/gene/?term=58193
Gucy1b1	Gucy1b1	guanylate cyclase 1, soluble, beta 1	54195	https://www.ncbi.nlm.nih.gov/gene/?term=54195
Kcnq5	Kcnq5	potassium voltage-gated channel, subfamily Q, member 5	226922	https://www.ncbi.nlm.nih.gov/gene/?term=226922
Brinp1	Brinp1	bone morphogenic protein/retinoic acid inducible neural specific 1	56710	https://www.ncbi.nlm.nih.gov/gene/?term=56710
Astn2	Astn2	astrotactin 2	56079	https://www.ncbi.nlm.nih.gov/gene/?term=56079
Pum1	Pum1	pumilio RNA-binding family member 1	80912	https://www.ncbi.nlm.nih.gov/gene/?term=80912
Lurap1	Lurap1	leucine rich adaptor protein 1	68075	https://www.ncbi.nlm.nih.gov/gene/?term=68075
Khdrbs1	Khdrbs1	KH domain containing, RNA binding, signal transduction associated 1	20218	https://www.ncbi.nlm.nih.gov/gene/?term=20218
Stmn1	Stmn1	stathmin 1	16765	https://www.ncbi.nlm.nih.gov/gene/?term=16765
Abcf2	Abcf2	ATP-binding cassette, sub-family F (GCN20), member 2	27407	https://www.ncbi.nlm.nih.gov/gene/?term=27407
Kcnip4	Kcnip4	Kv channel interacting protein 4	80334	https://www.ncbi.nlm.nih.gov/gene/?term=80334
Htt	Htt	huntingtin	15194	https://www.ncbi.nlm.nih.gov/gene/?term=15194
Nsg1	Nsg1	neuron specific gene family member 1	18196	https://www.ncbi.nlm.nih.gov/gene/?term=18196
Gabra4	Gabra4	gamma-aminobutyric acid (GABA) A receptor, subunit alpha 4	14397	https://www.ncbi.nlm.nih.gov/gene/?term=14397
Slc30a9	Slc30a9	solute carrier family 30 (zinc transporter), member 9	109108	https://www.ncbi.nlm.nih.gov/gene/?term=109108
Mtus2	Mtus2	microtubule associated tumor suppressor candidate 2	77521	https://www.ncbi.nlm.nih.gov/gene/?term=77521
Isy1	Isy1	ISY1 splicing factor homolog	57905	https://www.ncbi.nlm.nih.gov/gene/?term=57905
Far2	Far2	fatty acyl CoA reductase 2	330450	https://www.ncbi.nlm.nih.gov/gene/?term=330450
Slc6a1	Slc6a1	solute carrier family 6 (neurotransmitter transporter, GABA), member 1	232333	https://www.ncbi.nlm.nih.gov/gene/?term=232333
Dennd5b	Dennd5b	DENN/MADD domain containing 5B	320560	https://www.ncbi.nlm.nih.gov/gene/?term=320560
Slc8a2	Slc8a2	solute carrier family 8 (sodium/calcium exchanger), member 2	110891	https://www.ncbi.nlm.nih.gov/gene/?term=110891
Tarsl2	Tarsl2	threonyl-tRNA synthetase-like 2	272396	https://www.ncbi.nlm.nih.gov/gene/?term=272396
Stim1	Stim1	stromal interaction molecule 1	20866	https://www.ncbi.nlm.nih.gov/gene/?term=20866
Atp2b3	Atp2b3	ATPase, Ca++ transporting, plasma membrane 3	320707	https://www.ncbi.nlm.nih.gov/gene/?term=320707
Prps1	Prps1	phosphoribosyl pyrophosphate synthetase 1	19139	https://www.ncbi.nlm.nih.gov/gene/?term=19139
Tnks	Tnks	tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase	21951	https://www.ncbi.nlm.nih.gov/gene/?term=21951
Tenm3	Tenm3	teneurin transmembrane protein 3	23965	https://www.ncbi.nlm.nih.gov/gene/?term=23965
Sh3rf1	Sh3rf1	SH3 domain containing ring finger 1	59009	https://www.ncbi.nlm.nih.gov/gene/?term=59009
Cdh11	Cdh11	cadherin 11	12552	https://www.ncbi.nlm.nih.gov/gene/?term=12552
Tbc1d9	Tbc1d9	TBC1 domain family, member 9	71310	https://www.ncbi.nlm.nih.gov/gene/?term=71310
Tmem38a	Tmem38a	transmembrane protein 38A	74166	https://www.ncbi.nlm.nih.gov/gene/?term=74166
Dctn1	Dctn1	dynactin 1	13191	https://www.ncbi.nlm.nih.gov/gene/?term=13191
Vps26b	Vps26b	VPS26 retromer complex component B	69091	https://www.ncbi.nlm.nih.gov/gene/?term=69091
Aplp2	Aplp2	amyloid beta (A4) precursor-like protein 2	11804	https://www.ncbi.nlm.nih.gov/gene/?term=11804
Dixdc1	Dixdc1	DIX domain containing 1	330938	https://www.ncbi.nlm.nih.gov/gene/?term=330938
Nptn	Nptn	neuroplastin	20320	https://www.ncbi.nlm.nih.gov/gene/?term=20320
Rasgrf1	Rasgrf1	RAS protein-specific guanine nucleotide-releasing factor 1	19417	https://www.ncbi.nlm.nih.gov/gene/?term=19417
Rwdd2a	Rwdd2a	RWD domain containing 2A	69519	https://www.ncbi.nlm.nih.gov/gene/?term=69519
Arpp21	Arpp21	cyclic AMP-regulated phosphoprotein, 21	74100	https://www.ncbi.nlm.nih.gov/gene/?term=74100
Usp4	Usp4	ubiquitin specific peptidase 4 (proto-oncogene)	22258	https://www.ncbi.nlm.nih.gov/gene/?term=22258
Chrm1	Chrm1	cholinergic receptor, muscarinic 1, CNS	12669	https://www.ncbi.nlm.nih.gov/gene/?term=12669
Trpc1	Trpc1	transient receptor potential cation channel, subfamily C, member 1	22063	https://www.ncbi.nlm.nih.gov/gene/?term=22063
Camkv	Camkv	CaM kinase-like vesicle-associated	235604	https://www.ncbi.nlm.nih.gov/gene/?term=235604
Ttc7b	Ttc7b	tetratricopeptide repeat domain 7B	104718	https://www.ncbi.nlm.nih.gov/gene/?term=104718
Map9	Map9	microtubule-associated protein 9	213582	https://www.ncbi.nlm.nih.gov/gene/?term=213582
Ppp3r1	Ppp3r1	protein phosphatase 3, regulatory subunit B, alpha isoform (calcineurin B, type I)	19058	https://www.ncbi.nlm.nih.gov/gene/?term=19058
Cdkl4	Cdkl4	cyclin-dependent kinase-like 4	381113	https://www.ncbi.nlm.nih.gov/gene/?term=381113
Zfyve9	Zfyve9	zinc finger, FYVE domain containing 9	230597	https://www.ncbi.nlm.nih.gov/gene/?term=230597
Myo5a	Myo5a	myosin VA	17918	https://www.ncbi.nlm.nih.gov/gene/?term=17918
Ythdc2	Ythdc2	YTH domain containing 2	240255	https://www.ncbi.nlm.nih.gov/gene/?term=240255
Parm1	Parm1	prostate androgen-regulated mucin-like protein 1	231440	https://www.ncbi.nlm.nih.gov/gene/?term=231440
Kcnc2	Kcnc2	potassium voltage gated channel, Shaw-related subfamily, member 2	268345	https://www.ncbi.nlm.nih.gov/gene/?term=268345
Syt1	Syt1	synaptotagmin I	20979	https://www.ncbi.nlm.nih.gov/gene/?term=20979
Pknox2	Pknox2	Pbx/knotted 1 homeobox 2	208076	https://www.ncbi.nlm.nih.gov/gene/?term=208076
Tmem59l	Tmem59l	transmembrane protein 59-like	67937	https://www.ncbi.nlm.nih.gov/gene/?term=67937
Mgat5	Mgat5	mannoside acetylglucosaminyltransferase 5	107895	https://www.ncbi.nlm.nih.gov/gene/?term=107895
Calm2	Calm2	calmodulin 2	12314	https://www.ncbi.nlm.nih.gov/gene/?term=12314
Cdh8	Cdh8	cadherin 8	12564	https://www.ncbi.nlm.nih.gov/gene/?term=12564
Cnot1	Cnot1	CCR4-NOT transcription complex, subunit 1	234594	https://www.ncbi.nlm.nih.gov/gene/?term=234594
Ndrg4	Ndrg4	N-myc downstream regulated gene 4	234593	https://www.ncbi.nlm.nih.gov/gene/?term=234593
Etl4	Etl4	enhancer trap locus 4	208618	https://www.ncbi.nlm.nih.gov/gene/?term=208618
Ttll7	Ttll7	tubulin tyrosine ligase-like family, member 7	70892	https://www.ncbi.nlm.nih.gov/gene/?term=70892
Dpp10	Dpp10	dipeptidylpeptidase 10	269109	https://www.ncbi.nlm.nih.gov/gene/?term=269109
Gtdc1	Gtdc1	glycosyltransferase-like domain containing 1	227835	https://www.ncbi.nlm.nih.gov/gene/?term=227835
Sstr4	Sstr4	somatostatin receptor 4	20608	https://www.ncbi.nlm.nih.gov/gene/?term=20608
Prmt9	Prmt9	protein arginine methyltransferase 9	102182	https://www.ncbi.nlm.nih.gov/gene/?term=102182
Zfyve28	Zfyve28	zinc finger, FYVE domain containing 28	231125	https://www.ncbi.nlm.nih.gov/gene/?term=231125
Zmat4	Zmat4	zinc finger, matrin type 4	320158	https://www.ncbi.nlm.nih.gov/gene/?term=320158
Fbxo34	Fbxo34	F-box protein 34	78938	https://www.ncbi.nlm.nih.gov/gene/?term=78938
Kcnk2	Kcnk2	potassium channel, subfamily K, member 2	16526	https://www.ncbi.nlm.nih.gov/gene/?term=16526
Kctd8	Kctd8	potassium channel tetramerisation domain containing 8	243043	https://www.ncbi.nlm.nih.gov/gene/?term=243043
Zfp365	Zfp365	zinc finger protein 365	216049	https://www.ncbi.nlm.nih.gov/gene/?term=216049
Slc24a2	Slc24a2	solute carrier family 24 (sodium/potassium/calcium exchanger), member 2	76376	https://www.ncbi.nlm.nih.gov/gene/?term=76376
Kcnj9	Kcnj9	potassium inwardly-rectifying channel, subfamily J, member 9	16524	https://www.ncbi.nlm.nih.gov/gene/?term=16524
Btbd10	Btbd10	BTB (POZ) domain containing 10	68815	https://www.ncbi.nlm.nih.gov/gene/?term=68815
Satb2	Satb2	special AT-rich sequence binding protein 2	212712	https://www.ncbi.nlm.nih.gov/gene/?term=212712
Ncoa6	Ncoa6	nuclear receptor coactivator 6	56406	https://www.ncbi.nlm.nih.gov/gene/?term=56406
Cbfa2t2	Cbfa2t2	CBFA2/RUNX1 translocation partner 2	12396	https://www.ncbi.nlm.nih.gov/gene/?term=12396
Slc35f1	Slc35f1	solute carrier family 35, member F1	215085	https://www.ncbi.nlm.nih.gov/gene/?term=215085
Herc1	Herc1	HECT and RLD domain containing E3 ubiquitin protein ligase family member 1	235439	https://www.ncbi.nlm.nih.gov/gene/?term=235439
Plcl2	Plcl2	phospholipase C-like 2	224860	https://www.ncbi.nlm.nih.gov/gene/?term=224860
Ss18l1	Ss18l1	SS18, nBAF chromatin remodeling complex subunit like 1	269397	https://www.ncbi.nlm.nih.gov/gene/?term=269397
Cntnap2	Cntnap2	contactin associated protein-like 2	66797	https://www.ncbi.nlm.nih.gov/gene/?term=66797
Mtmr7	Mtmr7	myotubularin related protein 7	54384	https://www.ncbi.nlm.nih.gov/gene/?term=54384
Dock3	Dock3	dedicator of cyto-kinesis 3	208869	https://www.ncbi.nlm.nih.gov/gene/?term=208869
Clstn1	Clstn1	calsyntenin 1	65945	https://www.ncbi.nlm.nih.gov/gene/?term=65945
Cbx4	Cbx4	chromobox 4	12418	https://www.ncbi.nlm.nih.gov/gene/?term=12418
Prrc2c	Prrc2c	proline-rich coiled-coil 2C	226562	https://www.ncbi.nlm.nih.gov/gene/?term=226562
Mthfd1l	Mthfd1l	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like	270685	https://www.ncbi.nlm.nih.gov/gene/?term=270685
Kcna2	Kcna2	potassium voltage-gated channel, shaker-related subfamily, member 2	16490	https://www.ncbi.nlm.nih.gov/gene/?term=16490
Ttc3	Ttc3	tetratricopeptide repeat domain 3	22129	https://www.ncbi.nlm.nih.gov/gene/?term=22129
Map7d2	Map7d2	MAP7 domain containing 2	78283	https://www.ncbi.nlm.nih.gov/gene/?term=78283
Phf8	Phf8	PHD finger protein 8	320595	https://www.ncbi.nlm.nih.gov/gene/?term=320595
Rusc1	Rusc1	RUN and SH3 domain containing 1	72296	https://www.ncbi.nlm.nih.gov/gene/?term=72296
Dmxl2	Dmxl2	Dmx-like 2	235380	https://www.ncbi.nlm.nih.gov/gene/?term=235380
Arhgap32	Arhgap32	Rho GTPase activating protein 32	330914	https://www.ncbi.nlm.nih.gov/gene/?term=330914
Fam169a	Fam169a	family with sequence similarity 169, member A	320557	https://www.ncbi.nlm.nih.gov/gene/?term=320557
Tcf20	Tcf20	transcription factor 20	21411	https://www.ncbi.nlm.nih.gov/gene/?term=21411
Elmod1	Elmod1	ELMO/CED-12 domain containing 1	270162	https://www.ncbi.nlm.nih.gov/gene/?term=270162
Mat2b	Mat2b	methionine adenosyltransferase II, beta	108645	https://www.ncbi.nlm.nih.gov/gene/?term=108645
Klhl23	Klhl23	kelch-like 23	277396	https://www.ncbi.nlm.nih.gov/gene/?term=277396
Arel1	Arel1	apoptosis resistant E3 ubiquitin protein ligase 1	68497	https://www.ncbi.nlm.nih.gov/gene/?term=68497
Ttc9	Ttc9	tetratricopeptide repeat domain 9	69480	https://www.ncbi.nlm.nih.gov/gene/?term=69480
Sgtb	Sgtb	small glutamine-rich tetratricopeptide repeat (TPR)-containing, beta	218544	https://www.ncbi.nlm.nih.gov/gene/?term=218544
Nmnat2	Nmnat2	nicotinamide nucleotide adenylyltransferase 2	226518	https://www.ncbi.nlm.nih.gov/gene/?term=226518
Lrrtm3	Lrrtm3	leucine rich repeat transmembrane neuronal 3	216028	https://www.ncbi.nlm.nih.gov/gene/?term=216028
Trp53bp1	Trp53bp1	transformation related protein 53 binding protein 1	27223	https://www.ncbi.nlm.nih.gov/gene/?term=27223
Zrsr1	Zrsr1	zinc finger (CCCH type), RNA binding motif and serine/arginine rich 1	22183	https://www.ncbi.nlm.nih.gov/gene/?term=22183
Osbpl1a	Osbpl1a	oxysterol binding protein-like 1A	64291	https://www.ncbi.nlm.nih.gov/gene/?term=64291
Magi1	Magi1	membrane associated guanylate kinase, WW and PDZ domain containing 1	14924	https://www.ncbi.nlm.nih.gov/gene/?term=14924
Gpr158	Gpr158	G protein-coupled receptor 158	241263	https://www.ncbi.nlm.nih.gov/gene/?term=241263
Ppm1e	Ppm1e	protein phosphatase 1E (PP2C domain containing)	320472	https://www.ncbi.nlm.nih.gov/gene/?term=320472
Mapk10	Mapk10	mitogen-activated protein kinase 10	26414	https://www.ncbi.nlm.nih.gov/gene/?term=26414
Zfp30	Zfp30	zinc finger protein 30	22693	https://www.ncbi.nlm.nih.gov/gene/?term=22693
Tspyl1	Tspyl1	testis-specific protein, Y-encoded-like 1	22110	https://www.ncbi.nlm.nih.gov/gene/?term=22110
Rnf150	Rnf150	ring finger protein 150	330812	https://www.ncbi.nlm.nih.gov/gene/?term=330812
Kcna1	Kcna1	potassium voltage-gated channel, shaker-related subfamily, member 1	16485	https://www.ncbi.nlm.nih.gov/gene/?term=16485
Fam171b	Fam171b	family with sequence similarity 171, member B	241520	https://www.ncbi.nlm.nih.gov/gene/?term=241520
Ctxn1	Ctxn1	cortexin 1	330695	https://www.ncbi.nlm.nih.gov/gene/?term=330695
Klhl11	Klhl11	kelch-like 11	217194	https://www.ncbi.nlm.nih.gov/gene/?term=217194
Armcx3	Armcx3	armadillo repeat containing, X-linked 3	71703	https://www.ncbi.nlm.nih.gov/gene/?term=71703
